family,n,m,alg,opt,ratio
gnp,6,10,2,2,1.000000
gnp,8,6,4,4,1.000000
gnp,14,58,3,3,1.000000
gnp,14,41,4,4,1.000000
gnp,16,58,5,5,1.000000
gnp,8,10,4,4,1.000000
gnp,11,40,3,3,1.000000
gnp,12,50,3,3,1.000000
gnp,7,10,3,3,1.000000
gnp,13,59,3,3,1.000000
gnp,10,19,4,4,1.000000
gnp,6,13,2,2,1.000000
gnp,9,24,3,3,1.000000
gnp,8,4,6,6,1.000000
gnp,7,15,2,2,1.000000
gnp,8,7,5,5,1.000000
gnp,15,37,6,6,1.000000
gnp,8,22,2,2,1.000000
gnp,15,39,6,6,1.000000
gnp,13,57,3,3,1.000000
gnp,15,18,8,8,1.000000
gnp,12,41,4,4,1.000000
gnp,11,11,6,6,1.000000
gnp,13,38,5,5,1.000000
gnp,15,76,3,3,1.000000
gnp,16,27,9,9,1.000000
gnp,11,27,4,4,1.000000
gnp,7,7,4,4,1.000000
gnp,7,5,5,5,1.000000
gnp,11,45,3,3,1.000000
gnp,8,18,3,3,1.000000
gnp,10,23,4,4,1.000000
gnp,10,22,5,5,1.000000
gnp,14,56,4,4,1.000000
gnp,9,18,3,3,1.000000
gnp,6,3,4,4,1.000000
gnp,10,17,4,4,1.000000
gnp,14,57,4,4,1.000000
gnp,16,60,5,5,1.000000
gnp,15,19,7,7,1.000000
gnp,13,33,5,5,1.000000
gnp,7,10,4,4,1.000000
gnp,6,6,3,3,1.000000
gnp,12,42,4,4,1.000000
gnp,9,22,3,3,1.000000
gnp,10,25,3,3,1.000000
gnp,10,22,4,4,1.000000
gnp,14,21,7,7,1.000000
gnp,15,86,3,3,1.000000
gnp,11,13,5,5,1.000000
gnp,8,18,3,3,1.000000
gnp,8,7,5,5,1.000000
gnp,9,25,3,3,1.000000
gnp,16,99,3,3,1.000000
gnp,6,5,3,3,1.000000
gnp,6,9,2,2,1.000000
gnp,6,3,5,5,1.000000
gnp,14,47,4,4,1.000000
gnp,10,31,3,3,1.000000
gnp,13,28,6,6,1.000000
gnp,15,14,9,9,1.000000
gnp,7,7,4,4,1.000000
gnp,6,2,5,5,1.000000
gnp,12,40,5,5,1.000000
gnp,9,10,4,4,1.000000
gnp,9,29,2,2,1.000000
gnp,15,22,8,8,1.000000
gnp,14,56,5,5,1.000000
gnp,10,22,4,4,1.000000
gnp,14,45,5,5,1.000000
gnp,12,21,5,5,1.000000
gnp,6,10,3,3,1.000000
gnp,16,32,8,8,1.000000
gnp,7,17,2,2,1.000000
gnp,13,12,8,8,1.000000
gnp,14,63,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,10,21,4,4,1.000000
gnp,15,76,4,4,1.000000
gnp,8,23,3,3,1.000000
gnp,16,49,6,6,1.000000
gnp,7,10,4,4,1.000000
gnp,9,15,4,4,1.000000
gnp,6,7,3,3,1.000000
gnp,15,60,5,5,1.000000
gnp,10,24,4,4,1.000000
gnp,12,30,5,5,1.000000
gnp,6,5,3,3,1.000000
gnp,10,29,4,4,1.000000
gnp,8,20,3,3,1.000000
gnp,14,26,7,7,1.000000
gnp,16,39,6,6,1.000000
gnp,15,83,3,3,1.000000
gnp,6,2,5,5,1.000000
gnp,8,2,6,6,1.000000
gnp,14,68,3,3,1.000000
gnp,10,30,3,3,1.000000
gnp,13,24,6,6,1.000000
gnp,16,103,3,3,1.000000
gnp,10,10,5,5,1.000000
gnp,11,42,3,3,1.000000
gnp,6,5,4,4,1.000000
gnp,15,23,6,6,1.000000
gnp,14,58,4,4,1.000000
gnp,14,19,7,7,1.000000
gnp,7,13,3,3,1.000000
gnp,11,29,4,4,1.000000
gnp,16,87,3,3,1.000000
gnp,7,17,2,2,1.000000
gnp,13,48,4,4,1.000000
gnp,6,8,3,3,1.000000
gnp,6,1,5,5,1.000000
gnp,14,31,6,6,1.000000
gnp,13,13,8,8,1.000000
gnp,8,7,5,5,1.000000
gnp,15,74,4,4,1.000000
gnp,7,10,3,3,1.000000
gnp,6,8,3,3,1.000000
gnp,14,53,4,4,1.000000
gnp,13,47,3,3,1.000000
gnp,11,13,6,6,1.000000
gnp,10,16,5,5,1.000000
gnp,10,25,4,4,1.000000
gnp,13,28,6,6,1.000000
gnp,16,51,6,6,1.000000
gnp,7,11,3,3,1.000000
gnp,9,4,7,7,1.000000
gnp,16,99,3,3,1.000000
gnp,13,57,3,3,1.000000
gnp,9,13,5,5,1.000000
gnp,7,11,3,3,1.000000
gnp,14,21,7,7,1.000000
gnp,7,12,3,3,1.000000
gnp,13,48,4,4,1.000000
gnp,12,33,4,4,1.000000
gnp,14,37,5,5,1.000000
gnp,12,56,3,3,1.000000
gnp,8,16,3,3,1.000000
gnp,7,20,2,2,1.000000
gnp,12,45,3,3,1.000000
gnp,14,73,3,3,1.000000
gnp,15,32,6,6,1.000000
gnp,7,14,3,3,1.000000
gnp,16,34,6,6,1.000000
gnp,6,8,3,3,1.000000
gnp,14,41,5,5,1.000000
gnp,10,38,2,2,1.000000
gnp,9,10,4,4,1.000000
gnp,9,9,5,5,1.000000
gnp,12,57,2,2,1.000000
gnp,14,22,6,6,1.000000
gnp,8,5,5,5,1.000000
gnp,10,27,4,4,1.000000
gnp,8,10,5,5,1.000000
gnp,6,12,3,3,1.000000
gnp,10,29,3,3,1.000000
gnp,7,8,4,4,1.000000
gnp,9,22,3,3,1.000000
gnp,14,19,7,7,1.000000
gnp,6,12,2,2,1.000000
gnp,9,9,5,5,1.000000
gnp,16,62,5,5,1.000000
gnp,14,72,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,15,73,4,4,1.000000
gnp,12,31,5,5,1.000000
gnp,11,40,3,3,1.000000
gnp,6,3,4,4,1.000000
gnp,11,17,5,5,1.000000
gnp,7,17,3,3,1.000000
gnp,9,24,3,3,1.000000
gnp,12,13,7,7,1.000000
gnp,6,11,2,2,1.000000
gnp,13,17,7,7,1.000000
gnp,6,13,2,2,1.000000
gnp,8,5,6,6,1.000000
gnp,7,16,2,2,1.000000
gnp,7,3,5,5,1.000000
gnp,6,14,2,2,1.000000
gnp,10,42,2,2,1.000000
gnp,7,9,4,4,1.000000
gnp,7,11,3,3,1.000000
gnp,16,69,5,5,1.000000
gnp,7,14,3,3,1.000000
gnp,8,21,3,3,1.000000
gnp,16,76,4,4,1.000000
gnp,14,36,5,5,1.000000
gnp,16,63,5,5,1.000000
gnp,11,44,3,3,1.000000
gnp,7,6,4,4,1.000000
gnp,11,13,6,6,1.000000
gnp,7,2,6,6,1.000000
gnp,14,45,5,5,1.000000
gnp,14,61,4,4,1.000000
gnp,8,18,3,3,1.000000
gnp,9,17,4,4,1.000000
gnp,7,8,3,3,1.000000
gnp,15,43,5,5,1.000000
gnp,8,23,2,2,1.000000
gnp,10,14,5,5,1.000000
gnp,14,29,6,6,1.000000
gnp,9,2,7,7,1.000000
gnp,14,72,3,3,1.000000
gnp,8,15,3,3,1.000000
gnp,16,93,3,3,1.000000
gnp,11,30,3,3,1.000000
gnp,6,5,3,3,1.000000
gnp,16,93,3,3,1.000000
gnp,8,6,5,5,1.000000
gnp,8,8,5,5,1.000000
gnp,12,31,4,4,1.000000
gnp,15,68,3,3,1.000000
gnp,14,33,6,6,1.000000
gnp,10,25,4,4,1.000000
gnp,6,3,4,4,1.000000
gnp,16,79,4,4,1.000000
gnp,12,40,3,3,1.000000
gnp,9,22,3,3,1.000000
gnp,8,8,4,4,1.000000
gnp,7,16,2,2,1.000000
gnp,8,13,4,4,1.000000
gnp,13,63,3,3,1.000000
gnp,9,14,4,4,1.000000
gnp,8,9,4,4,1.000000
gnp,7,16,2,2,1.000000
gnp,15,30,6,6,1.000000
gnp,14,19,8,8,1.000000
gnp,6,5,4,4,1.000000
gnp,12,37,4,4,1.000000
gnp,6,3,4,4,1.000000
gnp,6,3,4,4,1.000000
gnp,7,6,4,4,1.000000
gnp,14,81,3,3,1.000000
gnp,12,48,3,3,1.000000
gnp,9,24,3,3,1.000000
gnp,9,17,4,4,1.000000
gnp,7,3,5,5,1.000000
gnp,7,17,2,2,1.000000
gnp,13,39,5,5,1.000000
gnp,13,38,4,4,1.000000
gnp,7,8,4,4,1.000000
gnp,14,34,6,6,1.000000
gnp,8,10,4,4,1.000000
gnp,13,64,3,3,1.000000
gnp,7,8,4,4,1.000000
gnp,15,43,5,5,1.000000
gnp,11,17,5,5,1.000000
gnp,12,58,3,3,1.000000
gnp,16,87,4,4,1.000000
gnp,8,8,5,5,1.000000
gnp,6,3,4,4,1.000000
gnp,12,48,3,3,1.000000
gnp,10,23,4,4,1.000000
gnp,13,18,7,7,1.000000
gnp,7,10,4,4,1.000000
gnp,13,24,5,5,1.000000
gnp,7,7,3,3,1.000000
gnp,16,60,5,5,1.000000
gnp,13,49,3,3,1.000000
gnp,9,7,5,5,1.000000
gnp,10,37,3,3,1.000000
gnp,8,22,2,2,1.000000
gnp,7,16,2,2,1.000000
gnp,13,49,4,4,1.000000
gnp,6,6,4,4,1.000000
gnp,11,16,5,5,1.000000
gnp,16,59,6,6,1.000000
gnp,13,13,7,7,1.000000
gnp,6,7,3,3,1.000000
gnp,10,15,5,5,1.000000
gnp,16,91,3,3,1.000000
gnp,8,17,3,3,1.000000
gnp,9,26,2,2,1.000000
gnp,14,76,3,3,1.000000
gnp,13,37,5,5,1.000000
gnp,11,27,4,4,1.000000
gnp,14,43,4,4,1.000000
gnp,15,23,7,7,1.000000
gnp,10,25,3,3,1.000000
gnp,15,67,3,3,1.000000
gnp,6,11,2,2,1.000000
gnp,9,12,5,5,1.000000
gnp,6,10,3,3,1.000000
gnp,13,22,6,6,1.000000
gnp,7,20,2,2,1.000000
gnp,15,87,3,3,1.000000
gnp,10,34,3,3,1.000000
gnp,9,26,3,3,1.000000
gnp,12,28,4,4,1.000000
gnp,14,50,4,4,1.000000
gnp,13,49,4,4,1.000000
gnp,10,14,5,5,1.000000
gnp,15,66,4,4,1.000000
gnp,9,24,3,3,1.000000
gnp,8,19,3,3,1.000000
gnp,9,25,3,3,1.000000
gnp,13,52,4,4,1.000000
gnp,6,10,3,3,1.000000
gnp,16,32,7,7,1.000000
gnp,7,18,2,2,1.000000
gnp,11,39,3,3,1.000000
gnp,12,29,5,5,1.000000
gnp,7,8,3,3,1.000000
gnp,10,12,5,5,1.000000
gnp,7,9,3,3,1.000000
gnp,15,55,5,5,1.000000
gnp,11,17,6,6,1.000000
gnp,12,57,3,3,1.000000
gnp,9,18,4,4,1.000000
gnp,8,9,4,4,1.000000
gnp,12,58,2,2,1.000000
gnp,7,19,2,2,1.000000
gnp,8,17,3,3,1.000000
gnp,13,53,4,4,1.000000
gnp,12,39,4,4,1.000000
gnp,13,40,4,4,1.000000
gnp,9,30,2,2,1.000000
gnp,12,51,3,3,1.000000
gnp,6,10,2,2,1.000000
gnp,6,6,3,3,1.000000
gnp,9,6,6,6,1.000000
gnp,8,9,5,5,1.000000
gnp,12,34,4,4,1.000000
gnp,13,19,6,6,1.000000
gnp,13,37,4,4,1.000000
gnp,14,10,10,10,1.000000
gnp,15,17,8,8,1.000000
gnp,11,15,6,6,1.000000
gnp,11,33,3,3,1.000000
gnp,7,14,3,3,1.000000
gnp,15,33,7,7,1.000000
gnp,8,24,2,2,1.000000
gnp,8,14,4,4,1.000000
gnp,8,21,3,3,1.000000
gnp,12,21,6,6,1.000000
gnp,10,39,2,2,1.000000
gnp,6,5,4,4,1.000000
gnp,12,31,4,4,1.000000
gnp,8,15,3,3,1.000000
gnp,14,48,4,4,1.000000
gnp,9,16,4,4,1.000000
gnp,15,74,3,3,1.000000
gnp,6,5,3,3,1.000000
gnp,14,71,3,3,1.000000
gnp,10,31,3,3,1.000000
gnp,13,62,2,2,1.000000
gnp,6,4,4,4,1.000000
gnp,16,74,4,4,1.000000
gnp,15,87,3,3,1.000000
gnp,15,16,8,8,1.000000
gnp,7,15,2,2,1.000000
gnp,9,19,3,3,1.000000
gnp,10,28,3,3,1.000000
gnp,15,27,8,8,1.000000
gnp,11,44,3,3,1.000000
gnp,9,11,5,5,1.000000
gnp,9,13,4,4,1.000000
gnp,8,23,2,2,1.000000
gnp,11,37,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,11,22,5,5,1.000000
gnp,9,27,3,3,1.000000
gnp,9,24,4,4,1.000000
gnp,9,27,3,3,1.000000
gnp,9,13,4,4,1.000000
gnp,15,40,5,5,1.000000
gnp,14,20,6,6,1.000000
gnp,7,7,4,4,1.000000
gnp,10,10,5,5,1.000000
gnp,13,52,4,4,1.000000
gnp,11,43,3,3,1.000000
gnp,6,6,3,3,1.000000
gnp,13,32,5,5,1.000000
gnp,13,37,4,4,1.000000
gnp,10,14,5,5,1.000000
gnp,12,22,5,5,1.000000
gnp,16,25,9,9,1.000000
gnp,13,34,5,5,1.000000
gnp,15,25,7,7,1.000000
gnp,13,16,6,6,1.000000
gnp,7,12,4,4,1.000000
gnp,12,20,6,6,1.000000
gnp,10,23,4,4,1.000000
gnp,16,89,4,4,1.000000
gnp,10,17,5,5,1.000000
gnp,6,14,2,2,1.000000
gnp,7,8,4,4,1.000000
gnp,6,4,4,4,1.000000
gnp,16,88,3,3,1.000000
gnp,11,45,2,2,1.000000
gnp,6,5,3,3,1.000000
gnp,7,7,3,3,1.000000
gnp,11,25,4,4,1.000000
gnp,7,5,5,5,1.000000
gnp,7,10,3,3,1.000000
gnp,10,20,4,4,1.000000
gnp,14,71,3,3,1.000000
gnp,15,51,5,5,1.000000
gnp,10,23,4,4,1.000000
gnp,11,29,4,4,1.000000
gnp,8,5,5,5,1.000000
gnp,14,50,4,4,1.000000
gnp,16,74,4,4,1.000000
gnp,14,72,3,3,1.000000
gnp,6,8,2,2,1.000000
gnp,13,13,6,6,1.000000
gnp,16,44,6,6,1.000000
gnp,9,27,3,3,1.000000
gnp,15,57,4,4,1.000000
gnp,11,16,5,5,1.000000
gnp,8,10,4,4,1.000000
gnp,12,21,6,6,1.000000
gnp,16,51,5,5,1.000000
gnp,14,43,5,5,1.000000
gnp,11,32,3,3,1.000000
gnp,8,12,4,4,1.000000
gnp,6,13,2,2,1.000000
gnp,12,30,4,4,1.000000
gnp,11,22,5,5,1.000000
gnp,16,88,4,4,1.000000
gnp,7,18,2,2,1.000000
gnp,8,12,4,4,1.000000
gnp,8,18,3,3,1.000000
gnp,7,11,3,3,1.000000
gnp,16,84,3,3,1.000000
gnp,8,23,2,2,1.000000
gnp,13,26,5,5,1.000000
gnp,9,20,3,3,1.000000
gnp,8,18,3,3,1.000000
gnp,8,22,3,3,1.000000
gnp,10,12,6,6,1.000000
gnp,15,19,8,8,1.000000
gnp,15,72,4,4,1.000000
gnp,12,14,6,6,1.000000
gnp,6,3,4,4,1.000000
gnp,6,6,3,3,1.000000
gnp,6,14,2,2,1.000000
gnp,12,16,6,6,1.000000
gnp,13,56,3,3,1.000000
gnp,6,11,2,2,1.000000
gnp,6,11,3,3,1.000000
gnp,15,33,7,7,1.000000
gnp,9,20,4,4,1.000000
gnp,8,12,3,3,1.000000
gnp,7,7,4,4,1.000000
gnp,12,56,2,2,1.000000
gnp,12,54,2,2,1.000000
gnp,13,33,5,5,1.000000
gnp,11,21,4,4,1.000000
gnp,7,17,3,3,1.000000
gnp,6,10,3,3,1.000000
gnp,8,13,4,4,1.000000
gnp,14,59,4,4,1.000000
gnp,6,1,5,5,1.000000
gnp,9,18,4,4,1.000000
gnp,10,20,5,5,1.000000
gnp,12,47,3,3,1.000000
gnp,16,25,9,9,1.000000
gnp,12,16,6,6,1.000000
gnp,10,31,3,3,1.000000
gnp,10,10,6,6,1.000000
gnp,7,6,4,4,1.000000
gnp,10,9,5,5,1.000000
gnp,13,24,5,5,1.000000
gnp,16,95,3,3,1.000000
gnp,13,68,2,2,1.000000
gnp,12,55,3,3,1.000000
gnp,10,23,4,4,1.000000
gnp,15,92,2,2,1.000000
gnp,12,50,3,3,1.000000
gnp,11,39,3,3,1.000000
gnp,14,55,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,15,55,5,5,1.000000
gnp,8,12,4,4,1.000000
gnp,6,12,2,2,1.000000
gnp,14,22,6,6,1.000000
gnp,10,29,4,4,1.000000
gnp,13,16,7,7,1.000000
gnp,11,24,4,4,1.000000
gnp,9,17,4,4,1.000000
gnp,15,36,6,6,1.000000
gnp,8,10,4,4,1.000000
gnp,14,36,5,5,1.000000
gnp,12,54,3,3,1.000000
gnp,12,37,4,4,1.000000
gnp,10,30,3,3,1.000000
gnp,9,19,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,15,35,6,6,1.000000
gnp,16,89,3,3,1.000000
gnp,10,10,6,6,1.000000
gnp,10,18,5,5,1.000000
gnp,6,9,3,3,1.000000
gnp,13,38,4,4,1.000000
gnp,16,57,4,4,1.000000
gnp,13,58,3,3,1.000000
gnp,7,9,4,4,1.000000
gnp,14,74,3,3,1.000000
gnp,10,15,6,6,1.000000
gnp,12,37,4,4,1.000000
gnp,14,65,3,3,1.000000
gnp,12,14,7,7,1.000000
gnp,13,17,7,7,1.000000
gnp,9,16,4,4,1.000000
gnp,11,30,4,4,1.000000
gnp,14,45,5,5,1.000000
gnp,6,6,3,3,1.000000
gnp,8,14,4,4,1.000000
gnp,6,10,2,2,1.000000
gnp,11,11,6,6,1.000000
gnp,16,91,4,4,1.000000
gnp,6,5,4,4,1.000000
gnp,11,20,4,4,1.000000
gnp,6,7,4,4,1.000000
gnp,9,23,3,3,1.000000
gnp,10,39,2,2,1.000000
gnp,9,5,6,6,1.000000
gnp,16,62,5,5,1.000000
gnp,6,9,3,3,1.000000
gnp,7,11,3,3,1.000000
gnp,8,17,3,3,1.000000
gnp,12,54,2,2,1.000000
gnp,15,68,4,4,1.000000
gnp,15,15,9,9,1.000000
gnp,14,56,4,4,1.000000
gnp,11,16,5,5,1.000000
gnp,16,66,4,4,1.000000
gnp,12,28,5,5,1.000000
gnp,15,53,4,4,1.000000
gnp,16,89,3,3,1.000000
gnp,12,10,8,8,1.000000
gnp,16,44,6,6,1.000000
gnp,16,73,4,4,1.000000
gnp,8,21,2,2,1.000000
gnp,6,8,3,3,1.000000
gnp,7,12,3,3,1.000000
gnp,16,73,4,4,1.000000
gnp,12,28,4,4,1.000000
gnp,6,9,3,3,1.000000
gnp,8,17,3,3,1.000000
gnp,13,25,6,6,1.000000
gnp,14,71,3,3,1.000000
gnp,16,102,3,3,1.000000
gnp,13,12,9,9,1.000000
gnp,12,37,4,4,1.000000
gnp,9,18,4,4,1.000000
gnp,6,8,3,3,1.000000
gnp,15,25,7,7,1.000000
gnp,15,40,5,5,1.000000
gnp,9,25,3,3,1.000000
gnp,7,10,3,3,1.000000
gnp,11,17,5,5,1.000000
gnp,7,7,3,3,1.000000
gnp,13,8,8,8,1.000000
gnp,15,33,7,7,1.000000
gnp,14,43,5,5,1.000000
gnp,11,18,5,5,1.000000
gnp,10,17,5,5,1.000000
gnp,16,89,3,3,1.000000
gnp,8,22,2,2,1.000000
gnp,13,52,3,3,1.000000
gnp,12,34,4,4,1.000000
gnp,12,39,4,4,1.000000
gnp,16,44,6,6,1.000000
gnp,11,46,2,2,1.000000
gnp,7,10,3,3,1.000000
gnp,15,89,2,2,1.000000
gnp,16,67,4,4,1.000000
gnp,6,5,3,3,1.000000
gnp,6,1,5,5,1.000000
gnp,15,95,2,2,1.000000
gnp,16,41,7,7,1.000000
gnp,6,5,4,4,1.000000
gnp,14,54,4,4,1.000000
gnp,13,27,6,6,1.000000
gnp,14,25,7,7,1.000000
gnp,14,29,6,6,1.000000
gnp,10,32,3,3,1.000000
gnp,6,8,2,2,1.000000
gnp,13,13,8,8,1.000000
gnp,15,29,7,7,1.000000
gnp,16,44,6,6,1.000000
gnp,12,36,4,4,1.000000
gnp,15,64,4,4,1.000000
gnp,7,3,5,5,1.000000
gnp,12,25,5,5,1.000000
gnp,14,17,8,8,1.000000
gnp,6,5,4,4,1.000000
gnp,13,11,8,8,1.000000
gnp,12,23,5,5,1.000000
gnp,10,12,5,5,1.000000
gnp,15,44,5,5,1.000000
gnp,16,34,7,7,1.000000
gnp,6,4,4,4,1.000000
gnp,10,35,3,3,1.000000
gnp,10,9,6,6,1.000000
gnp,9,17,4,4,1.000000
gnp,15,27,6,6,1.000000
gnp,9,15,4,4,1.000000
gnp,6,3,4,4,1.000000
gnp,15,49,5,5,1.000000
gnp,9,21,3,3,1.000000
gnp,6,4,4,4,1.000000
gnp,9,12,5,5,1.000000
gnp,10,8,6,6,1.000000
gnp,9,25,3,3,1.000000
gnp,10,20,4,4,1.000000
gnp,14,67,3,3,1.000000
gnp,10,24,4,4,1.000000
gnp,12,52,3,3,1.000000
gnp,14,41,5,5,1.000000
gnp,11,44,2,2,1.000000
gnp,13,26,6,6,1.000000
gnp,10,32,3,3,1.000000
gnp,12,20,6,6,1.000000
gnp,8,11,4,4,1.000000
gnp,12,29,4,4,1.000000
gnp,15,67,4,4,1.000000
gnp,10,30,3,3,1.000000
gnp,11,35,3,3,1.000000
gnp,16,87,4,4,1.000000
gnp,6,10,2,2,1.000000
gnp,15,65,4,4,1.000000
gnp,8,22,2,2,1.000000
gnp,6,6,3,3,1.000000
gnp,7,19,2,2,1.000000
gnp,8,6,5,5,1.000000
gnp,12,34,4,4,1.000000
gnp,15,84,3,3,1.000000
gnp,9,13,4,4,1.000000
gnp,12,34,4,4,1.000000
gnp,13,35,5,5,1.000000
gnp,11,49,2,2,1.000000
gnp,6,4,4,4,1.000000
gnp,10,23,4,4,1.000000
gnp,14,75,3,3,1.000000
gnp,15,74,3,3,1.000000
gnp,11,17,6,6,1.000000
gnp,15,18,8,8,1.000000
gnp,12,7,8,8,1.000000
gnp,7,6,5,5,1.000000
gnp,16,104,3,3,1.000000
gnp,12,17,6,6,1.000000
gnp,10,31,3,3,1.000000
gnp,6,9,3,3,1.000000
gnp,9,11,5,5,1.000000
gnp,9,15,4,4,1.000000
gnp,11,7,6,6,1.000000
gnp,8,6,5,5,1.000000
gnp,16,48,5,5,1.000000
gnp,10,13,5,5,1.000000
gnp,10,32,3,3,1.000000
gnp,15,89,2,2,1.000000
gnp,6,6,3,3,1.000000
gnp,11,39,3,3,1.000000
gnp,15,81,3,3,1.000000
gnp,12,32,4,4,1.000000
gnp,15,84,3,3,1.000000
gnp,8,21,3,3,1.000000
gnp,16,102,3,3,1.000000
gnp,12,33,4,4,1.000000
gnp,7,7,3,3,1.000000
gnp,9,17,4,4,1.000000
gnp,13,47,4,4,1.000000
gnp,7,16,3,3,1.000000
gnp,15,47,4,4,1.000000
gnp,8,21,2,2,1.000000
gnp,6,4,4,4,1.000000
gnp,13,19,6,6,1.000000
gnp,11,13,5,5,1.000000
gnp,16,34,7,7,1.000000
gnp,12,10,8,8,1.000000
gnp,13,43,4,4,1.000000
gnp,16,28,7,7,1.000000
gnp,11,5,8,8,1.000000
gnp,7,15,2,2,1.000000
gnp,6,5,3,3,1.000000
gnp,15,68,4,4,1.000000
gnp,15,26,8,8,1.000000
gnp,9,12,4,4,1.000000
gnp,9,15,4,4,1.000000
gnp,10,31,3,3,1.000000
gnp,10,39,2,2,1.000000
gnp,14,54,4,4,1.000000
gnp,13,33,5,5,1.000000
gnp,14,44,4,4,1.000000
gnp,9,13,4,4,1.000000
gnp,6,11,2,2,1.000000
gnp,12,29,4,4,1.000000
gnp,13,38,4,4,1.000000
gnp,7,9,4,4,1.000000
gnp,16,35,6,6,1.000000
gnp,7,5,5,5,1.000000
gnp,9,30,2,2,1.000000
gnp,15,75,4,4,1.000000
gnp,14,10,9,9,1.000000
gnp,14,66,3,3,1.000000
gnp,11,42,3,3,1.000000
gnp,10,15,6,6,1.000000
gnp,16,50,6,6,1.000000
gnp,12,14,6,6,1.000000
gnp,13,11,7,7,1.000000
gnp,6,10,2,2,1.000000
gnp,10,21,4,4,1.000000
gnp,7,9,4,4,1.000000
gnp,9,24,3,3,1.000000
gnp,8,4,5,5,1.000000
gnp,16,40,7,7,1.000000
gnp,12,44,3,3,1.000000
gnp,9,15,4,4,1.000000
gnp,16,94,4,4,1.000000
gnp,16,57,6,6,1.000000
gnp,8,6,4,4,1.000000
gnp,15,62,4,4,1.000000
gnp,12,25,6,6,1.000000
gnp,15,37,6,6,1.000000
gnp,9,14,4,4,1.000000
gnp,8,7,4,4,1.000000
gnp,15,92,3,3,1.000000
gnp,10,34,2,2,1.000000
gnp,12,34,4,4,1.000000
gnp,6,8,3,3,1.000000
gnp,16,92,3,3,1.000000
gnp,14,75,3,3,1.000000
gnp,9,6,6,6,1.000000
gnp,16,82,4,4,1.000000
gnp,12,23,5,5,1.000000
gnp,11,26,4,4,1.000000
gnp,14,22,7,7,1.000000
gnp,12,20,5,5,1.000000
gnp,7,13,3,3,1.000000
gnp,6,5,4,4,1.000000
gnp,16,69,4,4,1.000000
gnp,8,2,7,7,1.000000
gnp,15,83,3,3,1.000000
gnp,13,37,5,5,1.000000
gnp,11,37,4,4,1.000000
gnp,13,52,4,4,1.000000
gnp,14,55,4,4,1.000000
gnp,16,100,3,3,1.000000
gnp,13,44,4,4,1.000000
gnp,12,44,4,4,1.000000
gnp,9,15,4,4,1.000000
gnp,13,57,3,3,1.000000
gnp,8,20,3,3,1.000000
gnp,9,12,5,5,1.000000
gnp,6,2,5,5,1.000000
gnp,8,17,3,3,1.000000
gnp,14,32,6,6,1.000000
gnp,11,25,4,4,1.000000
gnp,6,5,3,3,1.000000
gnp,14,47,5,5,1.000000
gnp,6,3,5,5,1.000000
gnp,12,23,5,5,1.000000
gnp,6,4,4,4,1.000000
gnp,14,72,3,3,1.000000
gnp,16,73,4,4,1.000000
gnp,6,8,3,3,1.000000
gnp,6,12,2,2,1.000000
gnp,15,25,7,7,1.000000
gnp,6,11,2,2,1.000000
gnp,16,19,8,8,1.000000
gnp,8,4,5,5,1.000000
gnp,11,14,6,6,1.000000
gnp,13,50,3,3,1.000000
gnp,15,35,6,6,1.000000
gnp,15,60,4,4,1.000000
gnp,12,14,6,6,1.000000
gnp,6,4,3,3,1.000000
gnp,11,43,3,3,1.000000
gnp,10,29,3,3,1.000000
gnp,10,40,2,2,1.000000
gnp,6,7,3,3,1.000000
gnp,10,35,2,2,1.000000
gnp,14,22,7,7,1.000000
gnp,16,71,5,5,1.000000
gnp,11,35,3,3,1.000000
gnp,10,32,3,3,1.000000
gnp,11,26,5,5,1.000000
gnp,8,19,3,3,1.000000
gnp,8,4,6,6,1.000000
gnp,6,7,3,3,1.000000
gnp,12,8,8,8,1.000000
gnp,7,15,3,3,1.000000
gnp,10,24,4,4,1.000000
gnp,13,15,7,7,1.000000
gnp,16,30,7,8,1.142857
gnp,12,10,7,7,1.000000
gnp,11,41,3,3,1.000000
gnp,11,34,3,3,1.000000
gnp,7,13,3,3,1.000000
gnp,16,20,9,9,1.000000
gnp,9,27,3,3,1.000000
gnp,12,27,5,5,1.000000
gnp,11,24,4,4,1.000000
gnp,14,39,5,5,1.000000
gnp,11,15,6,6,1.000000
gnp,10,4,7,7,1.000000
gnp,15,38,6,6,1.000000
gnp,15,34,6,6,1.000000
gnp,10,32,3,3,1.000000
gnp,9,8,5,5,1.000000
gnp,13,49,4,4,1.000000
gnp,13,24,5,5,1.000000
gnp,16,93,4,4,1.000000
gnp,12,54,3,3,1.000000
gnp,12,38,4,4,1.000000
gnp,11,24,4,4,1.000000
gnp,14,28,6,6,1.000000
gnp,15,54,5,5,1.000000
gnp,12,38,4,4,1.000000
gnp,11,33,4,4,1.000000
gnp,8,24,3,3,1.000000
gnp,13,59,3,3,1.000000
gnp,14,35,6,6,1.000000
gnp,16,29,8,8,1.000000
gnp,8,3,6,6,1.000000
gnp,12,35,4,4,1.000000
gnp,9,27,3,3,1.000000
gnp,15,62,4,4,1.000000
gnp,16,37,8,8,1.000000
